Year_Month_State,Incident Date,State,Incident City,Incident Address,Victims Killed,Victims Injured,Suspects Killed,Suspects Injured,Suspects Arrested,Year,Unemployment Rate,Year_Month,Month_Name,permit,permit_recheck,handgun,long_gun,other,multiple,admin,prepawn_handgun,prepawn_long_gun,prepawn_other,redemption_handgun,redemption_long_gun,redemption_other,returned_handgun,returned_long_gun,returned_other,rentals_handgun,rentals_long_gun,private_sale_handgun,private_sale_long_gun,private_sale_other,return_to_seller_handgun,return_to_seller_long_gun,return_to_seller_other
2022-08 New York,2022-08-02,New York,Albany,Central Ave and Lexington Ave,0.0,5.0,0.0,0.0,0.0,2022,3.6,2022-08,August,5060.0,3302.0,12197.0,23170.0,4325.0,667.0,0.0,0.0,0.0,0.0,48.0,35.0,10.0,42.0,71.0,4.0,0.0,1.0,332.0,376.0,64.0,9.0,18.0,3.0
2022-08 New York,2022-08-27,New York,Brooklyn,W 29th St and Boardwalk W,1.0,4.0,0.0,0.0,0.0,2022,3.6,2022-08,August,5060.0,3302.0,12197.0,23170.0,4325.0,667.0,0.0,0.0,0.0,0.0,48.0,35.0,10.0,42.0,71.0,4.0,0.0,1.0,332.0,376.0,64.0,9.0,18.0,3.0
2022-08 New York,2022-08-28,New York,Albany,Hamilton St and Ontario St,0.0,6.0,0.0,0.0,0.0,2022,3.6,2022-08,August,5060.0,3302.0,12197.0,23170.0,4325.0,667.0,0.0,0.0,0.0,0.0,48.0,35.0,10.0,42.0,71.0,4.0,0.0,1.0,332.0,376.0,64.0,9.0,18.0,3.0
2022-08 North Carolina,2022-08-13,North Carolina,Raleigh,2414 Paula St,0.0,6.0,0.0,0.0,0.0,2022,3.6,2022-08,August,29181.0,87.0,1571.0,12808.0,1231.0,250.0,0.0,9.0,9.0,0.0,1791.0,1119.0,13.0,809.0,141.0,21.0,0.0,1.0,1.0,17.0,3.0,0.0,1.0,0.0
2022-08 North Carolina,2022-08-20,North Carolina,Asheville,11 Grove St,0.0,4.0,0.0,0.0,0.0,2022,3.6,2022-08,August,29181.0,87.0,1571.0,12808.0,1231.0,250.0,0.0,9.0,9.0,0.0,1791.0,1119.0,13.0,809.0,141.0,21.0,0.0,1.0,1.0,17.0,3.0,0.0,1.0,0.0
2022-08 Ohio,2022-08-01,Ohio,Columbus,176 Rumsey Rd,2.0,2.0,0.0,1.0,0.0,2022,3.6,2022-08,August,5805.0,285.0,23314.0,13691.0,1581.0,1210.0,0.0,19.0,4.0,1.0,1250.0,450.0,6.0,273.0,110.0,8.0,0.0,0.0,11.0,6.0,0.0,0.0,1.0,1.0
2022-08 Ohio,2022-08-05,Ohio,Dayton,7120 Hardwicke Pl,4.0,0.0,0.0,0.0,1.0,2022,3.6,2022-08,August,5805.0,285.0,23314.0,13691.0,1581.0,1210.0,0.0,19.0,4.0,1.0,1250.0,450.0,6.0,273.0,110.0,8.0,0.0,0.0,11.0,6.0,0.0,0.0,1.0,1.0
2022-08 Ohio,2022-08-07,Ohio,Cincinnati,1323 Main St,0.0,8.0,0.0,1.0,2.0,2022,3.6,2022-08,August,5805.0,285.0,23314.0,13691.0,1581.0,1210.0,0.0,19.0,4.0,1.0,1250.0,450.0,6.0,273.0,110.0,8.0,0.0,0.0,11.0,6.0,0.0,0.0,1.0,1.0
2022-08 Ohio,2022-08-13,Ohio,Cleveland,7500 block of Bessemer Ave,1.0,4.0,0.0,0.0,0.0,2022,3.6,2022-08,August,5805.0,285.0,23314.0,13691.0,1581.0,1210.0,0.0,19.0,4.0,1.0,1250.0,450.0,6.0,273.0,110.0,8.0,0.0,0.0,11.0,6.0,0.0,0.0,1.0,1.0
2022-08 Oregon,2022-08-28,Oregon,Bend,2650 NE Hwy 20,2.0,2.0,1.0,0.0,0.0,2022,3.6,2022-08,August,5007.0,358.0,15535.0,9139.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,184.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08 Pennsylvania,2022-08-06,Pennsylvania,Duquesne,Orchard Park Ave and Ridge St,0.0,4.0,0.0,0.0,0.0,2022,3.6,2022-08,August,32791.0,1.0,43173.0,19780.0,42.0,0.0,325.0,0.0,0.0,0.0,0.0,0.0,0.0,792.0,95.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08 Pennsylvania,2022-08-07,Pennsylvania,Pittsburgh,1700 block of Brighton Pl,1.0,3.0,0.0,0.0,5.0,2022,3.6,2022-08,August,32791.0,1.0,43173.0,19780.0,42.0,0.0,325.0,0.0,0.0,0.0,0.0,0.0,0.0,792.0,95.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08 Pennsylvania,2022-08-12,Pennsylvania,Philadelphia,5300 block of Charles St,1.0,3.0,0.0,0.0,0.0,2022,3.6,2022-08,August,32791.0,1.0,43173.0,19780.0,42.0,0.0,325.0,0.0,0.0,0.0,0.0,0.0,0.0,792.0,95.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08 Pennsylvania,2022-08-16,Pennsylvania,Philadelphia,5700 Haverford Ave,0.0,5.0,0.0,0.0,3.0,2022,3.6,2022-08,August,32791.0,1.0,43173.0,19780.0,42.0,0.0,325.0,0.0,0.0,0.0,0.0,0.0,0.0,792.0,95.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08 Pennsylvania,2022-08-17,Pennsylvania,Philadelphia,2800 block of Bonsal St,0.0,4.0,0.0,0.0,3.0,2022,3.6,2022-08,August,32791.0,1.0,43173.0,19780.0,42.0,0.0,325.0,0.0,0.0,0.0,0.0,0.0,0.0,792.0,95.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08 Pennsylvania,2022-08-23,Pennsylvania,Philadelphia,N 60th St and Race St,2.0,2.0,0.0,0.0,0.0,2022,3.6,2022-08,August,32791.0,1.0,43173.0,19780.0,42.0,0.0,325.0,0.0,0.0,0.0,0.0,0.0,0.0,792.0,95.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08 Tennessee,2022-08-04,Tennessee,Nashville,371 Hickory Trace Dr,1.0,3.0,0.0,0.0,1.0,2022,3.6,2022-08,August,18727.0,179.0,27877.0,16463.0,1898.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08 Tennessee,2022-08-16,Tennessee,Memphis,Austin Peay Hwy and New Covington Pike,0.0,6.0,0.0,0.0,0.0,2022,3.6,2022-08,August,18727.0,179.0,27877.0,16463.0,1898.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08 Texas,2022-08-28,Texas,Houston,8021 Dunlap St,3.0,2.0,1.0,0.0,0.0,2022,3.6,2022-08,August,28662.0,0.0,57617.0,33989.0,4632.0,3333.0,23.0,47.0,29.0,1.0,7328.0,2825.0,60.0,171.0,4.0,0.0,0.0,0.0,56.0,35.0,12.0,1.0,4.0,0.0
2022-08 Virginia,2022-08-05,Virginia,Norfolk,216 E Plume St,0.0,4.0,0.0,0.0,1.0,2022,3.6,2022-08,August,388.0,189.0,23927.0,14134.0,3586.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,473.0,91.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08 Virginia,2022-08-08,Virginia,Richmond,3100 Carolina Ave,0.0,4.0,0.0,0.0,0.0,2022,3.6,2022-08,August,388.0,189.0,23927.0,14134.0,3586.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,473.0,91.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08 Virginia,2022-08-18,Virginia,Norfolk,7433 Fenner St,3.0,2.0,0.0,0.0,0.0,2022,3.6,2022-08,August,388.0,189.0,23927.0,14134.0,3586.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,473.0,91.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08 Washington,2022-08-13,Washington,Renton,1501 Orcas Ave,0.0,4.0,0.0,0.0,0.0,2022,3.6,2022-08,August,17390.0,330.0,16573.0,10248.0,3576.0,93.0,16.0,1.0,4.0,6.0,281.0,436.0,30.0,633.0,111.0,16.0,0.0,0.0,434.0,334.0,179.0,1.0,2.0,1.0
2022-08 Washington,2022-08-25,Washington,Spokane,701 N Chestnut St,0.0,4.0,0.0,0.0,0.0,2022,3.6,2022-08,August,17390.0,330.0,16573.0,10248.0,3576.0,93.0,16.0,1.0,4.0,6.0,281.0,436.0,30.0,633.0,111.0,16.0,0.0,0.0,434.0,334.0,179.0,1.0,2.0,1.0
2022-08 Washington,2022-08-27,Washington,Spokane,302 W Queen Ave,1.0,3.0,0.0,0.0,3.0,2022,3.6,2022-08,August,17390.0,330.0,16573.0,10248.0,3576.0,93.0,16.0,1.0,4.0,6.0,281.0,436.0,30.0,633.0,111.0,16.0,0.0,0.0,434.0,334.0,179.0,1.0,2.0,1.0
2022-08 Wisconsin,2022-08-05,Wisconsin,Milwaukee,N 91st St and W Allyn St,0.0,4.0,0.0,0.0,0.0,2022,3.6,2022-08,August,16577.0,897.0,17139.0,13028.0,1080.0,76.0,0.0,0.0,0.0,1.0,143.0,129.0,14.0,160.0,35.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
2022-08 Wisconsin,2022-08-24,Wisconsin,Milwaukee,2622 N 22nd St,2.0,2.0,1.0,0.0,0.0,2022,3.6,2022-08,August,16577.0,897.0,17139.0,13028.0,1080.0,76.0,0.0,0.0,0.0,1.0,143.0,129.0,14.0,160.0,35.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
2022-08 Wisconsin,2022-08-28,Wisconsin,Clinton,9221 E Little Ln,0.0,4.0,0.0,0.0,0.0,2022,3.6,2022-08,August,16577.0,897.0,17139.0,13028.0,1080.0,76.0,0.0,0.0,0.0,1.0,143.0,129.0,14.0,160.0,35.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
2022-09 Alabama,2022-09-03,Alabama,Birmingham,100 block of 3rd Ave W,2.0,2.0,0.0,0.0,0.0,2022,3.5,2022-09,September,18236.0,307.0,17226.0,13518.0,1213.0,1104.0,0.0,13.0,8.0,1.0,2691.0,1170.0,15.0,30.0,0.0,0.0,0.0,0.0,22.0,29.0,4.0,0.0,0.0,0.0
2022-09 Alabama,2022-09-28,Alabama,Uniontown,100-104 Birch Rd,0.0,4.0,0.0,1.0,0.0,2022,3.5,2022-09,September,18236.0,307.0,17226.0,13518.0,1213.0,1104.0,0.0,13.0,8.0,1.0,2691.0,1170.0,15.0,30.0,0.0,0.0,0.0,0.0,22.0,29.0,4.0,0.0,0.0,0.0
2022-09 California,2022-09-02,California,Fresno,Effie St and Grant Ave,2.0,2.0,0.0,1.0,0.0,2022,3.5,2022-09,September,39113.0,12104.0,34417.0,22375.0,4527.0,0.0,0.0,1.0,1.0,0.0,748.0,415.0,39.0,1173.0,607.0,163.0,0.0,0.0,7283.0,2974.0,561.0,10.0,10.0,0.0
2022-09 California,2022-09-03,California,Chico,1500 block of W 5th St,0.0,5.0,0.0,0.0,1.0,2022,3.5,2022-09,September,39113.0,12104.0,34417.0,22375.0,4527.0,0.0,0.0,1.0,1.0,0.0,748.0,415.0,39.0,1173.0,607.0,163.0,0.0,0.0,7283.0,2974.0,561.0,10.0,10.0,0.0
2022-09 California,2022-09-08,California,Los Angeles,4th St and Broadway,0.0,4.0,0.0,0.0,0.0,2022,3.5,2022-09,September,39113.0,12104.0,34417.0,22375.0,4527.0,0.0,0.0,1.0,1.0,0.0,748.0,415.0,39.0,1173.0,607.0,163.0,0.0,0.0,7283.0,2974.0,561.0,10.0,10.0,0.0
2022-09 California,2022-09-13,California,Oakland,92nd Ave and Peach St,0.0,4.0,0.0,0.0,0.0,2022,3.5,2022-09,September,39113.0,12104.0,34417.0,22375.0,4527.0,0.0,0.0,1.0,1.0,0.0,748.0,415.0,39.0,1173.0,607.0,163.0,0.0,0.0,7283.0,2974.0,561.0,10.0,10.0,0.0
2022-09 California,2022-09-14,California,Los Angeles,312 E 5th St,0.0,4.0,0.0,0.0,0.0,2022,3.5,2022-09,September,39113.0,12104.0,34417.0,22375.0,4527.0,0.0,0.0,1.0,1.0,0.0,748.0,415.0,39.0,1173.0,607.0,163.0,0.0,0.0,7283.0,2974.0,561.0,10.0,10.0,0.0
2022-09 California,2022-09-23,California,Castroville,,0.0,4.0,0.0,0.0,0.0,2022,3.5,2022-09,September,39113.0,12104.0,34417.0,22375.0,4527.0,0.0,0.0,1.0,1.0,0.0,748.0,415.0,39.0,1173.0,607.0,163.0,0.0,0.0,7283.0,2974.0,561.0,10.0,10.0,0.0
2022-09 California,2022-09-28,California,Oakland,8251 Fontaine St,1.0,5.0,0.0,0.0,0.0,2022,3.5,2022-09,September,39113.0,12104.0,34417.0,22375.0,4527.0,0.0,0.0,1.0,1.0,0.0,748.0,415.0,39.0,1173.0,607.0,163.0,0.0,0.0,7283.0,2974.0,561.0,10.0,10.0,0.0
2022-09 Florida,2022-09-04,Florida,Fort Lauderdale (Lauderdale Lakes),3050 NW 41st St,0.0,4.0,0.0,0.0,0.0,2022,3.5,2022-09,September,21987.0,0.0,52674.0,20389.0,4536.0,2979.0,0.0,4.0,3.0,0.0,3852.0,988.0,7.0,1126.0,80.0,9.0,0.0,0.0,285.0,153.0,61.0,43.0,32.0,1.0
2022-09 Florida,2022-09-14,Florida,Miami (North Miami),NW 10th Ave and NW 131st St,0.0,5.0,0.0,0.0,0.0,2022,3.5,2022-09,September,21987.0,0.0,52674.0,20389.0,4536.0,2979.0,0.0,4.0,3.0,0.0,3852.0,988.0,7.0,1126.0,80.0,9.0,0.0,0.0,285.0,153.0,61.0,43.0,32.0,1.0
2022-09 Florida,2022-09-27,Florida,Jacksonville,A Philip Randolph Blvd and Union St,0.0,4.0,0.0,0.0,0.0,2022,3.5,2022-09,September,21987.0,0.0,52674.0,20389.0,4536.0,2979.0,0.0,4.0,3.0,0.0,3852.0,988.0,7.0,1126.0,80.0,9.0,0.0,0.0,285.0,153.0,61.0,43.0,32.0,1.0
2022-09 Georgia,2022-09-05,Georgia,Hartwell,1541 Anderson Hwy,2.0,2.0,0.0,0.0,0.0,2022,3.5,2022-09,September,13507.0,0.0,17848.0,9552.0,804.0,905.0,0.0,16.0,10.0,1.0,2390.0,1014.0,7.0,55.0,0.0,0.0,0.0,0.0,17.0,5.0,0.0,0.0,0.0,0.0
2022-09 Georgia,2022-09-19,Georgia,Swainsboro,N Coleman St,1.0,3.0,0.0,0.0,0.0,2022,3.5,2022-09,September,13507.0,0.0,17848.0,9552.0,804.0,905.0,0.0,16.0,10.0,1.0,2390.0,1014.0,7.0,55.0,0.0,0.0,0.0,0.0,17.0,5.0,0.0,0.0,0.0,0.0
2022-09 Georgia,2022-09-24,Georgia,Louisville,Forrest Dr,1.0,3.0,0.0,0.0,0.0,2022,3.5,2022-09,September,13507.0,0.0,17848.0,9552.0,804.0,905.0,0.0,16.0,10.0,1.0,2390.0,1014.0,7.0,55.0,0.0,0.0,0.0,0.0,17.0,5.0,0.0,0.0,0.0,0.0
2022-09 Illinois,2022-09-03,Illinois,Yorkville,8400 block of Immanuel Rd,0.0,4.0,0.0,0.0,0.0,2022,3.5,2022-09,September,337476.0,0.0,21772.0,10505.0,1175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09 Illinois,2022-09-04,Illinois,Chicago,8600 block of S Kingston Ave,2.0,2.0,0.0,0.0,0.0,2022,3.5,2022-09,September,337476.0,0.0,21772.0,10505.0,1175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09 Illinois,2022-09-13,Illinois,Chicago,5531 S King Dr,2.0,7.0,0.0,0.0,0.0,2022,3.5,2022-09,September,337476.0,0.0,21772.0,10505.0,1175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09 Illinois,2022-09-22,Illinois,Chicago,E 35th St and S Prairie Ave,0.0,4.0,0.0,0.0,0.0,2022,3.5,2022-09,September,337476.0,0.0,21772.0,10505.0,1175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09 Indiana,2022-09-10,Indiana,Plainfield,2688 E Main St,2.0,2.0,0.0,0.0,1.0,2022,3.5,2022-09,September,373.0,39700.0,21991.0,12729.0,1559.0,953.0,1.0,3.0,5.0,0.0,873.0,337.0,13.0,50.0,10.0,0.0,0.0,0.0,34.0,14.0,6.0,1.0,0.0,0.0
2022-09 Indiana,2022-09-25,Indiana,Hammond,6217 Kennedy Ave,1.0,3.0,0.0,0.0,0.0,2022,3.5,2022-09,September,373.0,39700.0,21991.0,12729.0,1559.0,953.0,1.0,3.0,5.0,0.0,873.0,337.0,13.0,50.0,10.0,0.0,0.0,0.0,34.0,14.0,6.0,1.0,0.0,0.0
2022-09 Kentucky,2022-09-10,Kentucky,Lexington,Georgetown Rd and Parallel Rd,0.0,4.0,0.0,0.0,0.0,2022,3.5,2022-09,September,638.0,308692.0,9610.0,7857.0,527.0,636.0,3.0,14.0,3.0,0.0,1892.0,1077.0,4.0,17.0,2.0,1.0,0.0,0.0,16.0,9.0,0.0,0.0,1.0,0.0
2022-09 Maryland,2022-09-03,Maryland,Capitol Heights,1428 Ritchie Rd,1.0,3.0,0.0,0.0,0.0,2022,3.5,2022-09,September,17878.0,10.0,11129.0,5779.0,121.0,7.0,0.0,0.0,0.0,0.0,93.0,99.0,2.0,95.0,42.0,6.0,0.0,0.0,0.0,17.0,2.0,0.0,1.0,1.0
2022-09 Maryland,2022-09-09,Maryland,Elk Mills,47 Hebron Ct,4.0,0.0,1.0,0.0,0.0,2022,3.5,2022-09,September,17878.0,10.0,11129.0,5779.0,121.0,7.0,0.0,0.0,0.0,0.0,93.0,99.0,2.0,95.0,42.0,6.0,0.0,0.0,0.0,17.0,2.0,0.0,1.0,1.0
2022-09 Maryland,2022-09-28,Maryland,Baltimore,5500 block of Bowleys Ln,0.0,4.0,0.0,0.0,0.0,2022,3.5,2022-09,September,17878.0,10.0,11129.0,5779.0,121.0,7.0,0.0,0.0,0.0,0.0,93.0,99.0,2.0,95.0,42.0,6.0,0.0,0.0,0.0,17.0,2.0,0.0,1.0,1.0
2022-09 Michigan,2022-09-11,Michigan,Grand Rapids,,0.0,4.0,0.0,0.0,0.0,2022,3.5,2022-09,September,16258.0,5464.0,19068.0,17606.0,1731.0,878.0,0.0,1.0,3.0,0.0,26.0,205.0,1.0,89.0,9.0,0.0,0.0,0.0,25.0,21.0,1.0,3.0,1.0,0.0
2022-09 Michigan,2022-09-11,Michigan,Detroit,13000 block of E Warren Ave,0.0,4.0,0.0,0.0,0.0,2022,3.5,2022-09,September,16258.0,5464.0,19068.0,17606.0,1731.0,878.0,0.0,1.0,3.0,0.0,26.0,205.0,1.0,89.0,9.0,0.0,0.0,0.0,25.0,21.0,1.0,3.0,1.0,0.0
2022-09 Michigan,2022-09-18,Michigan,Allendale,10295 48th Ave,0.0,4.0,0.0,0.0,1.0,2022,3.5,2022-09,September,16258.0,5464.0,19068.0,17606.0,1731.0,878.0,0.0,1.0,3.0,0.0,26.0,205.0,1.0,89.0,9.0,0.0,0.0,0.0,25.0,21.0,1.0,3.0,1.0,0.0
2022-09 Michigan,2022-09-20,Michigan,Niles,620 N 6th St,2.0,3.0,0.0,0.0,0.0,2022,3.5,2022-09,September,16258.0,5464.0,19068.0,17606.0,1731.0,878.0,0.0,1.0,3.0,0.0,26.0,205.0,1.0,89.0,9.0,0.0,0.0,0.0,25.0,21.0,1.0,3.0,1.0,0.0
2022-09 Minnesota,2022-09-02,Minnesota,Minneapolis,700 W Broadway Ave,0.0,4.0,0.0,0.0,0.0,2022,3.5,2022-09,September,11569.0,33508.0,10312.0,14751.0,981.0,594.0,0.0,1.0,2.0,0.0,218.0,230.0,2.0,91.0,20.0,2.0,0.0,0.0,19.0,20.0,2.0,0.0,0.0,0.0
2022-09 Minnesota,2022-09-04,Minnesota,Saint Paul,951 Case Ave E,3.0,2.0,0.0,0.0,1.0,2022,3.5,2022-09,September,11569.0,33508.0,10312.0,14751.0,981.0,594.0,0.0,1.0,2.0,0.0,218.0,230.0,2.0,91.0,20.0,2.0,0.0,0.0,19.0,20.0,2.0,0.0,0.0,0.0
2022-09 Minnesota,2022-09-08,Minnesota,Minneapolis,626 W Broadway Ave,0.0,4.0,0.0,0.0,0.0,2022,3.5,2022-09,September,11569.0,33508.0,10312.0,14751.0,981.0,594.0,0.0,1.0,2.0,0.0,218.0,230.0,2.0,91.0,20.0,2.0,0.0,0.0,19.0,20.0,2.0,0.0,0.0,0.0
2022-09 Minnesota,2022-09-09,Minnesota,Minneapolis,328 W Broadway Ave,1.0,3.0,0.0,0.0,0.0,2022,3.5,2022-09,September,11569.0,33508.0,10312.0,14751.0,981.0,594.0,0.0,1.0,2.0,0.0,218.0,230.0,2.0,91.0,20.0,2.0,0.0,0.0,19.0,20.0,2.0,0.0,0.0,0.0
2022-09 Minnesota,2022-09-17,Minnesota,Minneapolis,Hennepin Ave and N 8th St,0.0,5.0,0.0,0.0,0.0,2022,3.5,2022-09,September,11569.0,33508.0,10312.0,14751.0,981.0,594.0,0.0,1.0,2.0,0.0,218.0,230.0,2.0,91.0,20.0,2.0,0.0,0.0,19.0,20.0,2.0,0.0,0.0,0.0
2022-09 Mississippi,2022-09-30,Mississippi,Marks,1st St and W Main St,0.0,5.0,0.0,0.0,0.0,2022,3.5,2022-09,September,2590.0,0.0,8678.0,6655.0,405.0,513.0,0.0,6.0,6.0,1.0,1832.0,891.0,3.0,19.0,3.0,0.0,0.0,0.0,5.0,4.0,0.0,1.0,0.0,0.0
2022-09 Missouri,2022-09-05,Missouri,Saint Louis,4400 block of Red Bud Ave,1.0,3.0,0.0,0.0,0.0,2022,3.5,2022-09,September,829.0,97.0,18416.0,15044.0,1658.0,1226.0,3.0,10.0,2.0,0.0,1492.0,742.0,17.0,289.0,42.0,1.0,0.0,0.0,42.0,42.0,5.0,3.0,2.0,0.0
2022-09 Missouri,2022-09-05,Missouri,Kansas City,7320 Manchester Ave,2.0,2.0,0.0,0.0,0.0,2022,3.5,2022-09,September,829.0,97.0,18416.0,15044.0,1658.0,1226.0,3.0,10.0,2.0,0.0,1492.0,742.0,17.0,289.0,42.0,1.0,0.0,0.0,42.0,42.0,5.0,3.0,2.0,0.0
2022-09 Missouri,2022-09-17,Missouri,Blue Springs,US 40 and Adams Dairy Pkwy,0.0,5.0,0.0,0.0,0.0,2022,3.5,2022-09,September,829.0,97.0,18416.0,15044.0,1658.0,1226.0,3.0,10.0,2.0,0.0,1492.0,742.0,17.0,289.0,42.0,1.0,0.0,0.0,42.0,42.0,5.0,3.0,2.0,0.0
2022-09 Nevada,2022-09-18,Nevada,Las Vegas,4800 block of Holt Ave,0.0,5.0,0.0,0.0,1.0,2022,3.5,2022-09,September,1898.0,0.0,5043.0,2322.0,388.0,349.0,0.0,1.0,0.0,0.0,252.0,65.0,0.0,1.0,0.0,0.0,0.0,0.0,393.0,142.0,29.0,0.0,0.0,0.0
2022-09 New Mexico,2022-09-11,New Mexico,Santa Fe,Paseo Feliz,0.0,5.0,0.0,0.0,2.0,2022,3.5,2022-09,September,1439.0,0.0,6341.0,4228.0,605.0,402.0,0.0,4.0,4.0,0.0,382.0,302.0,1.0,46.0,0.0,0.0,0.0,0.0,96.0,46.0,4.0,1.0,2.0,0.0
2022-09 New York,2022-09-02,New York,Brooklyn,223 Russell St,0.0,4.0,0.0,0.0,0.0,2022,3.5,2022-09,September,4206.0,2271.0,10159.0,16180.0,2128.0,314.0,0.0,1.0,0.0,2.0,42.0,42.0,6.0,58.0,72.0,4.0,1.0,3.0,286.0,343.0,44.0,5.0,10.0,1.0
2022-09 New York,2022-09-09,New York,Bronx,810 Astor Ave,0.0,4.0,0.0,0.0,1.0,2022,3.5,2022-09,September,4206.0,2271.0,10159.0,16180.0,2128.0,314.0,0.0,1.0,0.0,2.0,42.0,42.0,6.0,58.0,72.0,4.0,1.0,3.0,286.0,343.0,44.0,5.0,10.0,1.0
2022-09 New York,2022-09-18,New York,Corona (Queens),41st Ave and Warren St,1.0,3.0,0.0,0.0,1.0,2022,3.5,2022-09,September,4206.0,2271.0,10159.0,16180.0,2128.0,314.0,0.0,1.0,0.0,2.0,42.0,42.0,6.0,58.0,72.0,4.0,1.0,3.0,286.0,343.0,44.0,5.0,10.0,1.0
2022-09 New York,2022-09-20,New York,Mount Vernon,333 S 8th Ave,0.0,4.0,0.0,0.0,0.0,2022,3.5,2022-09,September,4206.0,2271.0,10159.0,16180.0,2128.0,314.0,0.0,1.0,0.0,2.0,42.0,42.0,6.0,58.0,72.0,4.0,1.0,3.0,286.0,343.0,44.0,5.0,10.0,1.0
2022-09 New York,2022-09-27,New York,Corona (Queens),88-01 Atlantic Ave,0.0,4.0,0.0,0.0,0.0,2022,3.5,2022-09,September,4206.0,2271.0,10159.0,16180.0,2128.0,314.0,0.0,1.0,0.0,2.0,42.0,42.0,6.0,58.0,72.0,4.0,1.0,3.0,286.0,343.0,44.0,5.0,10.0,1.0
2022-09 New York,2022-09-27,New York,New York (Manhattan),W 116th St and 7th Ave,0.0,4.0,0.0,0.0,0.0,2022,3.5,2022-09,September,4206.0,2271.0,10159.0,16180.0,2128.0,314.0,0.0,1.0,0.0,2.0,42.0,42.0,6.0,58.0,72.0,4.0,1.0,3.0,286.0,343.0,44.0,5.0,10.0,1.0
2022-09 North Carolina,2022-09-11,North Carolina,Durham,4400 block of NC-55,1.0,3.0,0.0,0.0,0.0,2022,3.5,2022-09,September,24094.0,127.0,1347.0,12819.0,1094.0,235.0,0.0,12.0,11.0,0.0,1923.0,1303.0,12.0,799.0,120.0,6.0,4.0,1.0,2.0,9.0,0.0,0.0,2.0,0.0
2022-09 North Carolina,2022-09-27,North Carolina,Goldsboro,1200 block of Olivia Ln,0.0,4.0,0.0,0.0,0.0,2022,3.5,2022-09,September,24094.0,127.0,1347.0,12819.0,1094.0,235.0,0.0,12.0,11.0,0.0,1923.0,1303.0,12.0,799.0,120.0,6.0,4.0,1.0,2.0,9.0,0.0,0.0,2.0,0.0
2022-09 Ohio,2022-09-05,Ohio,Cleveland,13902 Euclid Ave,1.0,10.0,0.0,0.0,1.0,2022,3.5,2022-09,September,5234.0,300.0,22226.0,14018.0,1282.0,1166.0,0.0,21.0,3.0,0.0,1347.0,482.0,3.0,331.0,71.0,5.0,0.0,0.0,13.0,10.0,0.0,0.0,0.0,0.0
2022-09 Ohio,2022-09-24,Ohio,Columbus,E 5th Ave and Osborn Ave,1.0,3.0,0.0,0.0,0.0,2022,3.5,2022-09,September,5234.0,300.0,22226.0,14018.0,1282.0,1166.0,0.0,21.0,3.0,0.0,1347.0,482.0,3.0,331.0,71.0,5.0,0.0,0.0,13.0,10.0,0.0,0.0,0.0,0.0
