Year_Month_State,Incident Date,State,Incident City,Incident Address,Victims Killed,Victims Injured,Suspects Killed,Suspects Injured,Suspects Arrested,Year,Unemployment Rate,Year_Month,Month_Name,permit,permit_recheck,handgun,long_gun,other,multiple,admin,prepawn_handgun,prepawn_long_gun,prepawn_other,redemption_handgun,redemption_long_gun,redemption_other,returned_handgun,returned_long_gun,returned_other,rentals_handgun,rentals_long_gun,private_sale_handgun,private_sale_long_gun,private_sale_other,return_to_seller_handgun,return_to_seller_long_gun,return_to_seller_other
2017-05 Illinois,2017-05-07,Illinois,Chicago,2600 block of 46th Pl,2.0,8.0,0.0,0.0,0.0,2017,4.4,2017-05,May,14857.0,74619.0,22244.0,9252.0,0.0,774.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-05 Illinois,2017-05-14,Illinois,Dolton,14112 Chicago Road,0.0,4.0,0.0,1.0,0.0,2017,4.4,2017-05,May,14857.0,74619.0,22244.0,9252.0,0.0,774.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-05 Iowa,2017-05-21,Iowa,Des Moines,4300 Beaver Dr,1.0,3.0,0.0,0.0,0.0,2017,4.4,2017-05,May,6872.0,1268.0,196.0,1759.0,53.0,3.0,0.0,0.0,0.0,0.0,1.0,45.0,0.0,26.0,7.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
2017-05 Kansas,2017-05-09,Kansas,Kansas City,1900 block of S. Boeke,3.0,1.0,0.0,0.0,1.0,2017,4.4,2017-05,May,1933.0,3.0,5022.0,3818.0,369.0,295.0,0.0,5.0,3.0,0.0,540.0,301.0,6.0,20.0,3.0,0.0,0.0,0.0,9.0,8.0,1.0,0.0,1.0,0.0
2017-05 Kentucky,2017-05-29,Kentucky,Louisville,231 Witherspoon St,1.0,3.0,0.0,0.0,0.0,2017,4.4,2017-05,May,374078.0,0.0,8690.0,5378.0,223.0,433.0,0.0,5.0,8.0,0.0,1595.0,1292.0,2.0,4.0,2.0,0.0,0.0,0.0,17.0,9.0,1.0,1.0,2.0,0.0
2017-05 Michigan,2017-05-04,Michigan,Flint,600 block of Copeman Boulevard,1.0,3.0,0.0,0.0,1.0,2017,4.4,2017-05,May,20040.0,18.0,10483.0,7055.0,402.0,191.0,1.0,3.0,2.0,1.0,9.0,219.0,0.0,76.0,13.0,0.0,0.0,0.0,21.0,9.0,2.0,2.0,1.0,0.0
2017-05 Mississippi,2017-05-27,Mississippi,Bogue Chitto,2871 Lee Dr,8.0,0.0,0.0,1.0,1.0,2017,4.4,2017-05,May,1743.0,0.0,7002.0,3938.0,277.0,326.0,0.0,30.0,20.0,0.0,1363.0,956.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,12.0,2.0,0.0,0.0,1.0
2017-05 Mississippi,2017-05-28,Mississippi,Moss Point,6103 Hwy. 63,0.0,5.0,0.0,0.0,1.0,2017,4.4,2017-05,May,1743.0,0.0,7002.0,3938.0,277.0,326.0,0.0,30.0,20.0,0.0,1363.0,956.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,12.0,2.0,0.0,0.0,1.0
2017-05 New Jersey,2017-05-10,New Jersey,Trenton,300 block of Centre St,1.0,3.0,0.0,0.0,1.0,2017,4.4,2017-05,May,0.0,0.0,5569.0,2931.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-05 New Jersey,2017-05-28,New Jersey,Paterson,86 Main Street,1.0,5.0,0.0,0.0,0.0,2017,4.4,2017-05,May,0.0,0.0,5569.0,2931.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-05 New York,2017-05-27,New York,New York (Manhattan),318 W 14th St,0.0,4.0,0.0,0.0,1.0,2017,4.4,2017-05,May,3224.0,1622.0,11633.0,12857.0,957.0,183.0,0.0,0.0,3.0,1.0,22.0,13.0,0.0,14.0,36.0,0.0,2.0,1.0,443.0,247.0,22.0,7.0,7.0,0.0
2017-05 Ohio,2017-05-30,Ohio,Middletown,1200 Elliott Dr,1.0,3.0,0.0,0.0,1.0,2017,4.4,2017-05,May,13712.0,66.0,25230.0,12924.0,1375.0,1059.0,0.0,4.0,3.0,0.0,1185.0,576.0,6.0,26.0,4.0,0.0,0.0,0.0,36.0,23.0,0.0,0.0,0.0,0.0
2017-05 Pennsylvania,2017-05-20,Pennsylvania,Philadelphia,2100 block of W Huntingdon St,0.0,10.0,0.0,0.0,2.0,2017,4.4,2017-05,May,24962.0,0.0,42646.0,11123.0,157.0,0.0,242.0,0.0,0.0,0.0,0.0,0.0,0.0,504.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-05 South Carolina,2017-05-16,South Carolina,Ruffin,21785 Lowcountry Hwy,3.0,1.0,0.0,0.0,1.0,2017,4.4,2017-05,May,14550.0,525.0,9258.0,4234.0,494.0,617.0,0.0,25.0,10.0,2.0,937.0,504.0,4.0,68.0,5.0,0.0,0.0,0.0,7.0,4.0,1.0,1.0,0.0,2.0
2017-05 Texas,2017-05-01,Texas,Dallas,3200 block of Reynolds Ave,1.0,3.0,1.0,0.0,0.0,2017,4.4,2017-05,May,24168.0,0.0,42366.0,27991.0,2991.0,2226.0,0.0,32.0,16.0,3.0,5932.0,3793.0,35.0,65.0,5.0,0.0,0.0,0.0,55.0,39.0,8.0,3.0,2.0,2.0
2017-05 Texas,2017-05-14,Texas,Fort Worth,8600 block of Calmont Ave,0.0,4.0,0.0,0.0,0.0,2017,4.4,2017-05,May,24168.0,0.0,42366.0,27991.0,2991.0,2226.0,0.0,32.0,16.0,3.0,5932.0,3793.0,35.0,65.0,5.0,0.0,0.0,0.0,55.0,39.0,8.0,3.0,2.0,2.0
2017-06 California,2017-06-02,California,Los Angeles,89th St and Broadway,1.0,3.0,0.0,0.0,0.0,2017,4.3,2017-06,June,60142.0,0.0,42726.0,23807.0,2763.0,0.0,0.0,0.0,0.0,0.0,436.0,308.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-06 California,2017-06-14,California,San Francisco,720 San Bruno,3.0,2.0,1.0,0.0,0.0,2017,4.3,2017-06,June,60142.0,0.0,42726.0,23807.0,2763.0,0.0,0.0,0.0,0.0,0.0,436.0,308.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-06 District of Columbia,2017-06-18,District of Columbia,Washington,3100 block of Buena Vista Terrace SE,0.0,4.0,0.0,0.0,0.0,2017,4.3,2017-06,June,17.0,0.0,52.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-06 District of Columbia,2017-06-25,District of Columbia,Washington,5900 block of Southern Ave SE,0.0,4.0,0.0,0.0,0.0,2017,4.3,2017-06,June,17.0,0.0,52.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-06 Florida,2017-06-05,Florida,Orlando,2427 Forsyth Rd,5.0,0.0,1.0,0.0,0.0,2017,4.3,2017-06,June,18831.0,0.0,52114.0,19380.0,3260.0,2012.0,3.0,6.0,3.0,0.0,3343.0,1170.0,5.0,316.0,42.0,2.0,0.0,0.0,12.0,6.0,1.0,0.0,0.0,2.0
2017-06 Florida,2017-06-24,Florida,Fort Lauderdale,2335 NW 16th Ct,1.0,4.0,0.0,0.0,0.0,2017,4.3,2017-06,June,18831.0,0.0,52114.0,19380.0,3260.0,2012.0,3.0,6.0,3.0,0.0,3343.0,1170.0,5.0,316.0,42.0,2.0,0.0,0.0,12.0,6.0,1.0,0.0,0.0,2.0
2017-06 Georgia,2017-06-22,Georgia,Atlanta,1100 block of Osborne Street,1.0,6.0,0.0,0.0,0.0,2017,4.3,2017-06,June,15591.0,0.0,13617.0,6474.0,394.0,497.0,0.0,20.0,14.0,0.0,1973.0,1255.0,6.0,0.0,0.0,0.0,0.0,0.0,19.0,12.0,2.0,0.0,0.0,0.0
2017-06 Illinois,2017-06-11,Illinois,Chicago,3300 block of W Douglas Blvd,0.0,9.0,0.0,0.0,0.0,2017,4.3,2017-06,June,14883.0,67331.0,21394.0,9491.0,0.0,790.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-06 Illinois,2017-06-17,Illinois,Chicago,50 block of N Latrobe Ave,0.0,4.0,0.0,0.0,0.0,2017,4.3,2017-06,June,14883.0,67331.0,21394.0,9491.0,0.0,790.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-06 Illinois,2017-06-18,Illinois,Chicago,3300 block of W Crystal St,0.0,4.0,0.0,0.0,0.0,2017,4.3,2017-06,June,14883.0,67331.0,21394.0,9491.0,0.0,790.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-06 Illinois,2017-06-27,Illinois,Chicago,200 block of S Lotus,0.0,5.0,0.0,0.0,0.0,2017,4.3,2017-06,June,14883.0,67331.0,21394.0,9491.0,0.0,790.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-06 Louisiana,2017-06-03,Louisiana,New Orleans,3717 Tulane Ave,3.0,2.0,0.0,0.0,0.0,2017,4.3,2017-06,June,2011.0,0.0,11706.0,6324.0,859.0,540.0,0.0,0.0,3.0,0.0,1154.0,860.0,3.0,0.0,0.0,0.0,0.0,0.0,20.0,15.0,0.0,2.0,0.0,0.0
2017-06 Louisiana,2017-06-08,Louisiana,New Orleans,3650 Franklin Ave,0.0,6.0,0.0,0.0,0.0,2017,4.3,2017-06,June,2011.0,0.0,11706.0,6324.0,859.0,540.0,0.0,0.0,3.0,0.0,1154.0,860.0,3.0,0.0,0.0,0.0,0.0,0.0,20.0,15.0,0.0,2.0,0.0,0.0
2017-06 Maryland,2017-06-13,Maryland,Baltimore,1200 block of Bonaparte Avenue,2.0,2.0,0.0,0.0,0.0,2017,4.3,2017-06,June,2477.0,0.0,3968.0,3963.0,250.0,19.0,0.0,1.0,1.0,1.0,50.0,124.0,3.0,53.0,17.0,0.0,0.0,0.0,0.0,9.0,2.0,3.0,0.0,4.0
2017-06 Maryland,2017-06-13,Maryland,Baltimore,3300 block of Ayrdale Avenue,0.0,4.0,0.0,0.0,0.0,2017,4.3,2017-06,June,2477.0,0.0,3968.0,3963.0,250.0,19.0,0.0,1.0,1.0,1.0,50.0,124.0,3.0,53.0,17.0,0.0,0.0,0.0,0.0,9.0,2.0,3.0,0.0,4.0
2017-06 Missouri,2017-06-01,Missouri,Saint Louis,Beacon Ave and Lillian Ave,3.0,1.0,0.0,0.0,1.0,2017,4.3,2017-06,June,730.0,0.0,19459.0,11470.0,1200.0,935.0,0.0,9.0,6.0,1.0,1588.0,1041.0,7.0,154.0,16.0,0.0,0.0,0.0,70.0,51.0,10.0,1.0,3.0,1.0
2017-06 Missouri,2017-06-03,Missouri,Saint Louis,1600 Block of Union Blvd,2.0,2.0,0.0,0.0,1.0,2017,4.3,2017-06,June,730.0,0.0,19459.0,11470.0,1200.0,935.0,0.0,9.0,6.0,1.0,1588.0,1041.0,7.0,154.0,16.0,0.0,0.0,0.0,70.0,51.0,10.0,1.0,3.0,1.0
2017-06 Missouri,2017-06-13,Missouri,Saint Louis (University City),Ferguson Ave and Plymouth Ave,0.0,4.0,0.0,0.0,0.0,2017,4.3,2017-06,June,730.0,0.0,19459.0,11470.0,1200.0,935.0,0.0,9.0,6.0,1.0,1588.0,1041.0,7.0,154.0,16.0,0.0,0.0,0.0,70.0,51.0,10.0,1.0,3.0,1.0
2017-06 Missouri,2017-06-18,Missouri,Saint Louis,1900 block of N 14th St,2.0,2.0,1.0,0.0,0.0,2017,4.3,2017-06,June,730.0,0.0,19459.0,11470.0,1200.0,935.0,0.0,9.0,6.0,1.0,1588.0,1041.0,7.0,154.0,16.0,0.0,0.0,0.0,70.0,51.0,10.0,1.0,3.0,1.0
2017-06 Missouri,2017-06-25,Missouri,Saint Louis,5000 block of Thekla Ave,1.0,3.0,0.0,0.0,0.0,2017,4.3,2017-06,June,730.0,0.0,19459.0,11470.0,1200.0,935.0,0.0,9.0,6.0,1.0,1588.0,1041.0,7.0,154.0,16.0,0.0,0.0,0.0,70.0,51.0,10.0,1.0,3.0,1.0
2017-06 New Jersey,2017-06-24,New Jersey,Willingboro,Pastoral Lane,0.0,4.0,0.0,0.0,0.0,2017,4.3,2017-06,June,0.0,0.0,5022.0,2586.0,182.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-06 New Mexico,2017-06-15,New Mexico,La Madera,491 NM-111,5.0,0.0,0.0,0.0,1.0,2017,4.3,2017-06,June,1140.0,0.0,5152.0,3486.0,421.0,261.0,0.0,1.0,1.0,0.0,450.0,425.0,0.0,49.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,2.0,1.0
2017-06 New York,2017-06-24,New York,New York (Manhattan),114th St and Manhattan Ave,0.0,5.0,0.0,0.0,0.0,2017,4.3,2017-06,June,2602.0,1082.0,10784.0,11309.0,921.0,196.0,0.0,0.0,0.0,0.0,16.0,14.0,2.0,14.0,30.0,1.0,0.0,4.0,399.0,273.0,18.0,8.0,2.0,2.0
2017-06 New York,2017-06-30,New York,Bronx,1650 Grand Concourse,1.0,6.0,1.0,0.0,0.0,2017,4.3,2017-06,June,2602.0,1082.0,10784.0,11309.0,921.0,196.0,0.0,0.0,0.0,0.0,16.0,14.0,2.0,14.0,30.0,1.0,0.0,4.0,399.0,273.0,18.0,8.0,2.0,2.0
2017-06 Ohio,2017-06-14,Ohio,Canton,14th St NE and Gibbs Ave NE,0.0,4.0,0.0,0.0,0.0,2017,4.3,2017-06,June,11147.0,347.0,23703.0,13536.0,1324.0,973.0,0.0,6.0,5.0,0.0,1356.0,670.0,6.0,16.0,4.0,0.0,0.0,0.0,40.0,23.0,2.0,4.0,0.0,2.0
2017-06 Ohio,2017-06-17,Ohio,Columbus,6252 Busch Blvd,1.0,4.0,0.0,0.0,0.0,2017,4.3,2017-06,June,11147.0,347.0,23703.0,13536.0,1324.0,973.0,0.0,6.0,5.0,0.0,1356.0,670.0,6.0,16.0,4.0,0.0,0.0,0.0,40.0,23.0,2.0,4.0,0.0,2.0
2017-06 South Carolina,2017-06-18,South Carolina,Myrtle Beach,311 N Ocean Blvd,0.0,6.0,0.0,1.0,1.0,2017,4.3,2017-06,June,13761.0,578.0,11431.0,4533.0,473.0,445.0,0.0,24.0,11.0,1.0,1076.0,571.0,6.0,55.0,3.0,1.0,0.0,0.0,15.0,7.0,3.0,0.0,0.0,1.0
2017-06 Tennessee,2017-06-10,Tennessee,Memphis,571 East Street,0.0,4.0,0.0,0.0,0.0,2017,4.3,2017-06,June,16722.0,0.0,23369.0,11558.0,1237.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-06 Tennessee,2017-06-11,Tennessee,Chattanooga,4272 Bonny Oaks Drive,0.0,4.0,0.0,0.0,0.0,2017,4.3,2017-06,June,16722.0,0.0,23369.0,11558.0,1237.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-06 Texas,2017-06-09,Texas,Fort Worth,East Davis Avenue and New York Avenue,2.0,5.0,0.0,0.0,0.0,2017,4.3,2017-06,June,23877.0,0.0,48895.0,29119.0,3000.0,2307.0,0.0,27.0,16.0,0.0,6712.0,3899.0,38.0,76.0,6.0,0.0,0.0,0.0,55.0,44.0,10.0,2.0,7.0,1.0
2017-06 Texas,2017-06-11,Texas,Houston,505 Cypress Station Dr,0.0,4.0,0.0,0.0,0.0,2017,4.3,2017-06,June,23877.0,0.0,48895.0,29119.0,3000.0,2307.0,0.0,27.0,16.0,0.0,6712.0,3899.0,38.0,76.0,6.0,0.0,0.0,0.0,55.0,44.0,10.0,2.0,7.0,1.0
2017-06 Utah,2017-06-06,Utah,Sandy,2232 Alta Canyon Drive,2.0,2.0,1.0,0.0,0.0,2017,4.3,2017-06,June,14721.0,39.0,3307.0,2989.0,208.0,0.0,0.0,0.0,3.0,0.0,279.0,351.0,3.0,150.0,53.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-06 Virginia,2017-06-14,Virginia,Alexandria,420 E Monroe Ave,0.0,5.0,1.0,0.0,0.0,2017,4.3,2017-06,June,728.0,0.0,22416.0,12706.0,959.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-06 Virginia,2017-06-15,Virginia,Richmond,4053 Old Brook Road,1.0,3.0,0.0,0.0,1.0,2017,4.3,2017-06,June,728.0,0.0,22416.0,12706.0,959.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-07 Alabama,2017-07-03,Alabama,Prattville,112 US 82,3.0,1.0,0.0,0.0,2.0,2017,4.3,2017-07,July,18042.0,1.0,6046.0,4790.0,224.0,258.0,0.0,7.0,13.0,0.0,1110.0,963.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,8.0,0.0,0.0,0.0,0.0
2017-07 Arizona,2017-07-18,Arizona,El Mirage,NW Grand Ave and W Thunderbird Rd,0.0,4.0,0.0,0.0,0.0,2017,4.3,2017-07,July,5606.0,126.0,10194.0,6363.0,999.0,544.0,0.0,8.0,4.0,1.0,1230.0,516.0,1.0,81.0,16.0,0.0,0.0,0.0,13.0,12.0,0.0,0.0,0.0,0.0
2017-07 Arkansas,2017-07-01,Arkansas,Little Rock,220 W 6th St,0.0,25.0,0.0,0.0,3.0,2017,4.3,2017-07,July,2564.0,571.0,4343.0,3804.0,189.0,254.0,44.0,9.0,5.0,0.0,1009.0,1195.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,17.0,1.0,0.0,0.0,0.0
2017-07 California,2017-07-01,California,Oakland,3200 Humboldt Ave,0.0,4.0,0.0,0.0,0.0,2017,4.3,2017-07,July,52610.0,0.0,37027.0,21721.0,2514.0,0.0,0.0,0.0,0.0,0.0,393.0,322.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-07 California,2017-07-19,California,Los Angeles,Imperial Hwy and Broadway,1.0,3.0,0.0,0.0,0.0,2017,4.3,2017-07,July,52610.0,0.0,37027.0,21721.0,2514.0,0.0,0.0,0.0,0.0,0.0,393.0,322.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-07 Delaware,2017-07-28,Delaware,Wilmington,400 block of N Washington St,0.0,4.0,0.0,0.0,0.0,2017,4.3,2017-07,July,305.0,0.0,1417.0,1000.0,71.0,60.0,0.0,0.0,0.0,0.0,24.0,19.0,4.0,0.0,0.0,0.0,0.0,0.0,57.0,22.0,2.0,0.0,0.0,0.0
2017-07 Florida,2017-07-04,Florida,Orlando (Pine Castle),501 W Lancaster Rd,0.0,4.0,0.0,0.0,0.0,2017,4.3,2017-07,July,16978.0,0.0,47430.0,18941.0,2975.0,1844.0,20.0,7.0,2.0,2.0,3115.0,1143.0,5.0,302.0,48.0,3.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0
2017-07 Florida,2017-07-25,Florida,Jacksonville,1040 Golfair Boulevard,1.0,3.0,0.0,0.0,2.0,2017,4.3,2017-07,July,16978.0,0.0,47430.0,18941.0,2975.0,1844.0,20.0,7.0,2.0,2.0,3115.0,1143.0,5.0,302.0,48.0,3.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0
2017-07 Georgia,2017-07-05,Georgia,Savannah,Jefferson Street and West St. Julian Street,0.0,4.0,0.0,0.0,1.0,2017,4.3,2017-07,July,14623.0,0.0,10685.0,6166.0,365.0,400.0,0.0,17.0,7.0,0.0,1674.0,1107.0,7.0,4.0,0.0,0.0,0.0,0.0,18.0,9.0,1.0,1.0,1.0,0.0
2017-07 Illinois,2017-07-01,Illinois,Momence,2727 S 13000 Rd E,0.0,4.0,0.0,0.0,0.0,2017,4.3,2017-07,July,13652.0,65271.0,18417.0,9895.0,0.0,765.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-07 Illinois,2017-07-05,Illinois,Chicago (Roseland),11000 block of S Eberhart,2.0,2.0,0.0,0.0,0.0,2017,4.3,2017-07,July,13652.0,65271.0,18417.0,9895.0,0.0,765.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-07 Illinois,2017-07-08,Illinois,Alton,700 block of Oakwood Ave,0.0,4.0,0.0,0.0,1.0,2017,4.3,2017-07,July,13652.0,65271.0,18417.0,9895.0,0.0,765.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-07 Illinois,2017-07-15,Illinois,Chicago,12200 block of S Throop St,0.0,4.0,0.0,0.0,0.0,2017,4.3,2017-07,July,13652.0,65271.0,18417.0,9895.0,0.0,765.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-07 Illinois,2017-07-23,Illinois,Chicago,1500 block of East 82nd St,1.0,3.0,0.0,0.0,0.0,2017,4.3,2017-07,July,13652.0,65271.0,18417.0,9895.0,0.0,765.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-07 Illinois,2017-07-27,Illinois,Chicago,2000 block of E 71st St,1.0,4.0,0.0,0.0,0.0,2017,4.3,2017-07,July,13652.0,65271.0,18417.0,9895.0,0.0,765.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-07 Illinois,2017-07-31,Illinois,Decatur,Jasper St and Main St,0.0,4.0,0.0,0.0,0.0,2017,4.3,2017-07,July,13652.0,65271.0,18417.0,9895.0,0.0,765.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-07 Louisiana,2017-07-23,Louisiana,Baton Rouge,10360 Ave H,0.0,4.0,0.0,0.0,4.0,2017,4.3,2017-07,July,1930.0,0.0,9420.0,5992.0,663.0,575.0,0.0,4.0,4.0,1.0,1058.0,761.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,18.0,2.0,1.0,3.0,1.0
2017-07 Maine,2017-07-05,Maine,Madison,300 block of Russell Rd,3.0,1.0,1.0,0.0,0.0,2017,4.3,2017-07,July,390.0,0.0,2695.0,2259.0,144.0,122.0,0.0,1.0,0.0,0.0,83.0,115.0,0.0,3.0,5.0,0.0,0.0,0.0,12.0,6.0,0.0,1.0,0.0,1.0
2017-07 Michigan,2017-07-03,Michigan,Pontiac,50 block of Thorpe St,1.0,3.0,0.0,0.0,1.0,2017,4.3,2017-07,July,15464.0,14.0,9305.0,7687.0,339.0,208.0,0.0,0.0,1.0,0.0,5.0,240.0,0.0,68.0,13.0,10.0,0.0,0.0,18.0,6.0,0.0,0.0,0.0,0.0
2017-07 Mississippi,2017-07-06,Mississippi,Meridian,Eighth Ave,0.0,4.0,0.0,0.0,3.0,2017,4.3,2017-07,July,1506.0,0.0,5961.0,3980.0,247.0,320.0,0.0,24.0,14.0,0.0,1336.0,977.0,2.0,0.0,0.0,0.0,0.0,0.0,13.0,5.0,1.0,0.0,1.0,1.0
2017-07 New Jersey,2017-07-01,New Jersey,Newark,Lincoln Park and Pennsylvania Avenue,2.0,2.0,0.0,0.0,0.0,2017,4.3,2017-07,July,0.0,0.0,4351.0,2519.0,164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-07 New Jersey,2017-07-02,New Jersey,Jersey City,Wilkinson Avenue,0.0,4.0,0.0,0.0,0.0,2017,4.3,2017-07,July,0.0,0.0,4351.0,2519.0,164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-07 New Jersey,2017-07-18,New Jersey,Trenton,Hewitt St and Division St,1.0,3.0,0.0,0.0,0.0,2017,4.3,2017-07,July,0.0,0.0,4351.0,2519.0,164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-07 New York,2017-07-29,New York,Buffalo,200 block of Carl St,1.0,4.0,0.0,0.0,0.0,2017,4.3,2017-07,July,2315.0,1053.0,9212.0,11301.0,879.0,170.0,0.0,1.0,0.0,0.0,14.0,17.0,0.0,21.0,17.0,0.0,2.0,2.0,356.0,187.0,16.0,9.0,3.0,1.0
2017-07 North Carolina,2017-07-04,North Carolina,Raleigh,105 E South St,1.0,3.0,0.0,0.0,2.0,2017,4.3,2017-07,July,20102.0,0.0,1059.0,9316.0,551.0,180.0,0.0,8.0,9.0,0.0,1831.0,1688.0,8.0,0.0,0.0,0.0,3.0,0.0,7.0,18.0,1.0,1.0,2.0,0.0
2017-07 North Carolina,2017-07-26,North Carolina,High Point,2111 E. Green Drive,1.0,6.0,0.0,0.0,0.0,2017,4.3,2017-07,July,20102.0,0.0,1059.0,9316.0,551.0,180.0,0.0,8.0,9.0,0.0,1831.0,1688.0,8.0,0.0,0.0,0.0,3.0,0.0,7.0,18.0,1.0,1.0,2.0,0.0
2017-07 North Carolina,2017-07-29,North Carolina,Salisbury,115 W Fisher St,2.0,3.0,0.0,0.0,2.0,2017,4.3,2017-07,July,20102.0,0.0,1059.0,9316.0,551.0,180.0,0.0,8.0,9.0,0.0,1831.0,1688.0,8.0,0.0,0.0,0.0,3.0,0.0,7.0,18.0,1.0,1.0,2.0,0.0
2017-07 Ohio,2017-07-08,Ohio,Cincinnati,9917 Capstan Dr,1.0,8.0,0.0,0.0,4.0,2017,4.3,2017-07,July,9440.0,852.0,20990.0,14131.0,1227.0,959.0,0.0,4.0,2.0,1.0,1143.0,605.0,4.0,12.0,4.0,0.0,0.0,0.0,31.0,22.0,1.0,2.0,1.0,1.0
2017-07 Ohio,2017-07-22,Ohio,Cincinnati,130 E Clifton Ave,0.0,5.0,0.0,0.0,1.0,2017,4.3,2017-07,July,9440.0,852.0,20990.0,14131.0,1227.0,959.0,0.0,4.0,2.0,1.0,1143.0,605.0,4.0,12.0,4.0,0.0,0.0,0.0,31.0,22.0,1.0,2.0,1.0,1.0
